pattern,model,condition,n_hit,n_total,rate
要不要把,gpt-5.4,B_listener,0,483,0.0000
要不要把,gpt-5.4,C_poster,1,483,0.0021
要不要把,claude-opus-4-6,A_empty,0,483,0.0000
要不要把,claude-opus-4-6,B_listener,0,483,0.0000
要不要把,claude-opus-4-6,C_poster,0,483,0.0000
要不要把,claude-opus-4-7,A_empty,2,483,0.0041
要不要把,claude-opus-4-7,B_listener,1,483,0.0021
要不要把,claude-opus-4-7,C_poster,0,483,0.0000
推荐你,gpt-4o-2024-11-20,A_empty,2,483,0.0041
推荐你,gpt-4o-2024-11-20,B_listener,1,483,0.0021
推荐你,gpt-4o-2024-11-20,C_poster,0,483,0.0000
推荐你,gpt-5-chat-latest,A_empty,0,483,0.0000
推荐你,gpt-5-chat-latest,B_listener,0,483,0.0000
推荐你,gpt-5-chat-latest,C_poster,0,483,0.0000
推荐你,gpt-5.3-chat,A_empty,0,483,0.0000
推荐你,gpt-5.3-chat,B_listener,0,483,0.0000
推荐你,gpt-5.3-chat,C_poster,0,483,0.0000
推荐你,gpt-5.4,A_empty,2,483,0.0041
推荐你,gpt-5.4,B_listener,2,483,0.0041
推荐你,gpt-5.4,C_poster,4,483,0.0083
推荐你,claude-opus-4-6,A_empty,1,483,0.0021
推荐你,claude-opus-4-6,B_listener,1,483,0.0021
推荐你,claude-opus-4-6,C_poster,0,483,0.0000
推荐你,claude-opus-4-7,A_empty,1,483,0.0021
推荐你,claude-opus-4-7,B_listener,2,483,0.0041
推荐你,claude-opus-4-7,C_poster,0,483,0.0000
说来听听,gpt-4o-2024-11-20,A_empty,0,483,0.0000
说来听听,gpt-4o-2024-11-20,B_listener,0,483,0.0000
说来听听,gpt-4o-2024-11-20,C_poster,0,483,0.0000
说来听听,gpt-5-chat-latest,A_empty,0,483,0.0000
说来听听,gpt-5-chat-latest,B_listener,0,483,0.0000
说来听听,gpt-5-chat-latest,C_poster,0,483,0.0000
说来听听,gpt-5.3-chat,A_empty,0,483,0.0000
说来听听,gpt-5.3-chat,B_listener,0,483,0.0000
说来听听,gpt-5.3-chat,C_poster,0,483,0.0000
说来听听,gpt-5.4,A_empty,0,483,0.0000
说来听听,gpt-5.4,B_listener,0,483,0.0000
说来听听,gpt-5.4,C_poster,0,483,0.0000
说来听听,claude-opus-4-6,A_empty,0,483,0.0000
说来听听,claude-opus-4-6,B_listener,0,483,0.0000
说来听听,claude-opus-4-6,C_poster,0,483,0.0000
说来听听,claude-opus-4-7,A_empty,1,483,0.0021
说来听听,claude-opus-4-7,B_listener,0,483,0.0000
说来听听,claude-opus-4-7,C_poster,1,483,0.0021
落地,gpt-4o-2024-11-20,A_empty,4,483,0.0083
落地,gpt-4o-2024-11-20,B_listener,9,483,0.0186
落地,gpt-4o-2024-11-20,C_poster,7,483,0.0145
落地,gpt-5-chat-latest,A_empty,11,483,0.0228
落地,gpt-5-chat-latest,B_listener,6,483,0.0124
落地,gpt-5-chat-latest,C_poster,15,483,0.0311
落地,gpt-5.3-chat,A_empty,6,483,0.0124
落地,gpt-5.3-chat,B_listener,5,483,0.0104
落地,gpt-5.3-chat,C_poster,8,483,0.0166
落地,gpt-5.4,A_empty,41,483,0.0849
落地,gpt-5.4,B_listener,42,483,0.0870
落地,gpt-5.4,C_poster,58,483,0.1201
落地,claude-opus-4-6,A_empty,4,483,0.0083
落地,claude-opus-4-6,B_listener,3,483,0.0062
落地,claude-opus-4-6,C_poster,19,483,0.0393
落地,claude-opus-4-7,A_empty,8,483,0.0166
落地,claude-opus-4-7,B_listener,6,483,0.0124
落地,claude-opus-4-7,C_poster,9,483,0.0186
拆解,gpt-4o-2024-11-20,A_empty,8,483,0.0166
拆解,gpt-4o-2024-11-20,B_listener,7,483,0.0145
拆解,gpt-4o-2024-11-20,C_poster,7,483,0.0145
拆解,gpt-5-chat-latest,A_empty,7,483,0.0145
拆解,gpt-5-chat-latest,B_listener,3,483,0.0062
拆解,gpt-5-chat-latest,C_poster,6,483,0.0124
拆解,gpt-5.3-chat,A_empty,2,483,0.0041
拆解,gpt-5.3-chat,B_listener,0,483,0.0000
拆解,gpt-5.3-chat,C_poster,1,483,0.0021
拆解,gpt-5.4,A_empty,5,483,0.0104
拆解,gpt-5.4,B_listener,6,483,0.0124
拆解,gpt-5.4,C_poster,5,483,0.0104
拆解,claude-opus-4-6,A_empty,7,483,0.0145
拆解,claude-opus-4-6,B_listener,6,483,0.0124
拆解,claude-opus-4-6,C_poster,21,483,0.0435
拆解,claude-opus-4-7,A_empty,3,483,0.0062
拆解,claude-opus-4-7,B_listener,1,483,0.0021
拆解,claude-opus-4-7,C_poster,1,483,0.0021
压实,gpt-4o-2024-11-20,A_empty,0,483,0.0000
压实,gpt-4o-2024-11-20,B_listener,0,483,0.0000
压实,gpt-4o-2024-11-20,C_poster,0,483,0.0000
压实,gpt-5-chat-latest,A_empty,0,483,0.0000
压实,gpt-5-chat-latest,B_listener,0,483,0.0000
压实,gpt-5-chat-latest,C_poster,0,483,0.0000
压实,gpt-5.3-chat,A_empty,0,483,0.0000
压实,gpt-5.3-chat,B_listener,0,483,0.0000
压实,gpt-5.3-chat,C_poster,0,483,0.0000
压实,gpt-5.4,A_empty,1,483,0.0021
压实,gpt-5.4,B_listener,0,483,0.0000
压实,gpt-5.4,C_poster,0,483,0.0000
压实,claude-opus-4-6,A_empty,2,483,0.0041
压实,claude-opus-4-6,B_listener,0,483,0.0000
压实,claude-opus-4-6,C_poster,0,483,0.0000
压实,claude-opus-4-7,A_empty,0,483,0.0000
压实,claude-opus-4-7,B_listener,0,483,0.0000
压实,claude-opus-4-7,C_poster,1,483,0.0021
根因,gpt-4o-2024-11-20,A_empty,0,483,0.0000
根因,gpt-4o-2024-11-20,B_listener,0,483,0.0000
根因,gpt-4o-2024-11-20,C_poster,0,483,0.0000
根因,gpt-5-chat-latest,A_empty,0,483,0.0000
根因,gpt-5-chat-latest,B_listener,0,483,0.0000
根因,gpt-5-chat-latest,C_poster,0,483,0.0000
根因,gpt-5.3-chat,A_empty,0,483,0.0000
根因,gpt-5.3-chat,B_listener,0,483,0.0000
根因,gpt-5.3-chat,C_poster,0,483,0.0000
根因,gpt-5.4,A_empty,1,483,0.0021
根因,gpt-5.4,B_listener,0,483,0.0000
根因,gpt-5.4,C_poster,0,483,0.0000
根因,claude-opus-4-6,A_empty,2,483,0.0041
根因,claude-opus-4-6,B_listener,0,483,0.0000
根因,claude-opus-4-6,C_poster,0,483,0.0000
根因,claude-opus-4-7,A_empty,1,483,0.0021
根因,claude-opus-4-7,B_listener,0,483,0.0000
根因,claude-opus-4-7,C_poster,0,483,0.0000
收口,gpt-4o-2024-11-20,A_empty,0,483,0.0000
收口,gpt-4o-2024-11-20,B_listener,0,483,0.0000
收口,gpt-4o-2024-11-20,C_poster,0,483,0.0000
收口,gpt-5-chat-latest,A_empty,0,483,0.0000
收口,gpt-5-chat-latest,B_listener,0,483,0.0000
收口,gpt-5-chat-latest,C_poster,0,483,0.0000
收口,gpt-5.3-chat,A_empty,0,483,0.0000
收口,gpt-5.3-chat,B_listener,0,483,0.0000
收口,gpt-5.3-chat,C_poster,0,483,0.0000
收口,gpt-5.4,A_empty,1,483,0.0021
收口,gpt-5.4,B_listener,0,483,0.0000
收口,gpt-5.4,C_poster,0,483,0.0000
收口,claude-opus-4-6,A_empty,0,483,0.0000
收口,claude-opus-4-6,B_listener,1,483,0.0021
收口,claude-opus-4-6,C_poster,0,483,0.0000
收口,claude-opus-4-7,A_empty,0,483,0.0000
收口,claude-opus-4-7,B_listener,0,483,0.0000
收口,claude-opus-4-7,C_poster,0,483,0.0000
按这条切,gpt-4o-2024-11-20,A_empty,0,483,0.0000
按这条切,gpt-4o-2024-11-20,B_listener,0,483,0.0000
按这条切,gpt-4o-2024-11-20,C_poster,0,483,0.0000
按这条切,gpt-5-chat-latest,A_empty,0,483,0.0000
按这条切,gpt-5-chat-latest,B_listener,0,483,0.0000
按这条切,gpt-5-chat-latest,C_poster,0,483,0.0000
按这条切,gpt-5.3-chat,A_empty,0,483,0.0000
按这条切,gpt-5.3-chat,B_listener,0,483,0.0000
按这条切,gpt-5.3-chat,C_poster,0,483,0.0000
按这条切,gpt-5.4,A_empty,0,483,0.0000
按这条切,gpt-5.4,B_listener,0,483,0.0000
按这条切,gpt-5.4,C_poster,0,483,0.0000
按这条切,claude-opus-4-6,A_empty,0,483,0.0000
按这条切,claude-opus-4-6,B_listener,0,483,0.0000
按这条切,claude-opus-4-6,C_poster,0,483,0.0000
按这条切,claude-opus-4-7,A_empty,0,483,0.0000
按这条切,claude-opus-4-7,B_listener,0,483,0.0000
按这条切,claude-opus-4-7,C_poster,0,483,0.0000
别碰,gpt-4o-2024-11-20,A_empty,0,483,0.0000
别碰,gpt-4o-2024-11-20,B_listener,0,483,0.0000
别碰,gpt-4o-2024-11-20,C_poster,0,483,0.0000
别碰,gpt-5-chat-latest,A_empty,0,483,0.0000
别碰,gpt-5-chat-latest,B_listener,0,483,0.0000
别碰,gpt-5-chat-latest,C_poster,0,483,0.0000
别碰,gpt-5.3-chat,A_empty,0,483,0.0000
别碰,gpt-5.3-chat,B_listener,0,483,0.0000
别碰,gpt-5.3-chat,C_poster,0,483,0.0000
别碰,gpt-5.4,A_empty,0,483,0.0000
别碰,gpt-5.4,B_listener,0,483,0.0000
别碰,gpt-5.4,C_poster,2,483,0.0041
别碰,claude-opus-4-6,A_empty,1,483,0.0021
别碰,claude-opus-4-6,B_listener,0,483,0.0000
别碰,claude-opus-4-6,C_poster,2,483,0.0041
别碰,claude-opus-4-7,A_empty,0,483,0.0000
别碰,claude-opus-4-7,B_listener,0,483,0.0000
别碰,claude-opus-4-7,C_poster,0,483,0.0000
想真正,gpt-4o-2024-11-20,A_empty,1,483,0.0021
想真正,gpt-4o-2024-11-20,B_listener,0,483,0.0000
想真正,gpt-4o-2024-11-20,C_poster,0,483,0.0000
想真正,gpt-5-chat-latest,A_empty,1,483,0.0021
想真正,gpt-5-chat-latest,B_listener,0,483,0.0000
想真正,gpt-5-chat-latest,C_poster,0,483,0.0000
想真正,gpt-5.3-chat,A_empty,1,483,0.0021
想真正,gpt-5.3-chat,B_listener,0,483,0.0000
想真正,gpt-5.3-chat,C_poster,0,483,0.0000
想真正,gpt-5.4,A_empty,0,483,0.0000
想真正,gpt-5.4,B_listener,1,483,0.0021
想真正,gpt-5.4,C_poster,0,483,0.0000
想真正,claude-opus-4-6,A_empty,0,483,0.0000
想真正,claude-opus-4-6,B_listener,1,483,0.0021
想真正,claude-opus-4-6,C_poster,1,483,0.0021
想真正,claude-opus-4-7,A_empty,0,483,0.0000
想真正,claude-opus-4-7,B_listener,1,483,0.0021
想真正,claude-opus-4-7,C_poster,2,483,0.0041
再决定,gpt-4o-2024-11-20,A_empty,4,483,0.0083
再决定,gpt-4o-2024-11-20,B_listener,1,483,0.0021
再决定,gpt-4o-2024-11-20,C_poster,0,483,0.0000
再决定,gpt-5-chat-latest,A_empty,4,483,0.0083
再决定,gpt-5-chat-latest,B_listener,4,483,0.0083
再决定,gpt-5-chat-latest,C_poster,6,483,0.0124
再决定,gpt-5.3-chat,A_empty,1,483,0.0021
再决定,gpt-5.3-chat,B_listener,3,483,0.0062
再决定,gpt-5.3-chat,C_poster,4,483,0.0083
再决定,gpt-5.4,A_empty,12,483,0.0248
再决定,gpt-5.4,B_listener,14,483,0.0290
再决定,gpt-5.4,C_poster,15,483,0.0311
再决定,claude-opus-4-6,A_empty,2,483,0.0041
再决定,claude-opus-4-6,B_listener,1,483,0.0021
再决定,claude-opus-4-6,C_poster,3,483,0.0062
再决定,claude-opus-4-7,A_empty,9,483,0.0186
再决定,claude-opus-4-7,B_listener,3,483,0.0062
再决定,claude-opus-4-7,C_poster,4,483,0.0083
定死,gpt-4o-2024-11-20,A_empty,0,483,0.0000
定死,gpt-4o-2024-11-20,B_listener,0,483,0.0000
定死,gpt-4o-2024-11-20,C_poster,0,483,0.0000
定死,gpt-5-chat-latest,A_empty,0,483,0.0000
定死,gpt-5-chat-latest,B_listener,1,483,0.0021
定死,gpt-5-chat-latest,C_poster,1,483,0.0021
定死,gpt-5.3-chat,A_empty,0,483,0.0000
定死,gpt-5.3-chat,B_listener,0,483,0.0000
定死,gpt-5.3-chat,C_poster,1,483,0.0021
定死,gpt-5.4,A_empty,0,483,0.0000
定死,gpt-5.4,B_listener,0,483,0.0000
定死,gpt-5.4,C_poster,2,483,0.0041
定死,claude-opus-4-6,A_empty,0,483,0.0000
定死,claude-opus-4-6,B_listener,0,483,0.0000
定死,claude-opus-4-6,C_poster,0,483,0.0000
定死,claude-opus-4-7,A_empty,0,483,0.0000
定死,claude-opus-4-7,B_listener,0,483,0.0000
定死,claude-opus-4-7,C_poster,0,483,0.0000
我接下来,gpt-4o-2024-11-20,A_empty,1,483,0.0021
我接下来,gpt-4o-2024-11-20,B_listener,1,483,0.0021
我接下来,gpt-4o-2024-11-20,C_poster,0,483,0.0000
我接下来,gpt-5-chat-latest,A_empty,1,483,0.0021
我接下来,gpt-5-chat-latest,B_listener,1,483,0.0021
我接下来,gpt-5-chat-latest,C_poster,0,483,0.0000
我接下来,gpt-5.3-chat,A_empty,2,483,0.0041
我接下来,gpt-5.3-chat,B_listener,1,483,0.0021
我接下来,gpt-5.3-chat,C_poster,0,483,0.0000
我接下来,gpt-5.4,A_empty,1,483,0.0021
我接下来,gpt-5.4,B_listener,1,483,0.0021
我接下来,gpt-5.4,C_poster,2,483,0.0041
我接下来,claude-opus-4-6,A_empty,0,483,0.0000
我接下来,claude-opus-4-6,B_listener,0,483,0.0000
我接下来,claude-opus-4-6,C_poster,0,483,0.0000
我接下来,claude-opus-4-7,A_empty,1,483,0.0021
我接下来,claude-opus-4-7,B_listener,0,483,0.0000
我接下来,claude-opus-4-7,C_poster,1,483,0.0021
我_就只,gpt-4o-2024-11-20,A_empty,1,483,0.0021
我_就只,gpt-4o-2024-11-20,B_listener,0,483,0.0000
我_就只,gpt-4o-2024-11-20,C_poster,0,483,0.0000
我_就只,gpt-5-chat-latest,A_empty,0,483,0.0000
我_就只,gpt-5-chat-latest,B_listener,0,483,0.0000
我_就只,gpt-5-chat-latest,C_poster,0,483,0.0000
我_就只,gpt-5.3-chat,A_empty,0,483,0.0000
我_就只,gpt-5.3-chat,B_listener,0,483,0.0000
我_就只,gpt-5.3-chat,C_poster,0,483,0.0000
我_就只,gpt-5.4,A_empty,0,483,0.0000
我_就只,gpt-5.4,B_listener,2,483,0.0041
我_就只,gpt-5.4,C_poster,1,483,0.0021
我_就只,claude-opus-4-6,A_empty,0,483,0.0000
我_就只,claude-opus-4-6,B_listener,0,483,0.0000
我_就只,claude-opus-4-6,C_poster,0,483,0.0000
我_就只,claude-opus-4-7,A_empty,0,483,0.0000
我_就只,claude-opus-4-7,B_listener,0,483,0.0000
我_就只,claude-opus-4-7,C_poster,0,483,0.0000
一句话总结,gpt-4o-2024-11-20,A_empty,0,483,0.0000
一句话总结,gpt-4o-2024-11-20,B_listener,1,483,0.0021
一句话总结,gpt-4o-2024-11-20,C_poster,1,483,0.0021
一句话总结,gpt-5-chat-latest,A_empty,7,483,0.0145
一句话总结,gpt-5-chat-latest,B_listener,4,483,0.0083
一句话总结,gpt-5-chat-latest,C_poster,45,483,0.0932
一句话总结,gpt-5.3-chat,A_empty,14,483,0.0290
一句话总结,gpt-5.3-chat,B_listener,5,483,0.0104
一句话总结,gpt-5.3-chat,C_poster,42,483,0.0870
一句话总结,gpt-5.4,A_empty,56,483,0.1159
一句话总结,gpt-5.4,B_listener,50,483,0.1035
一句话总结,gpt-5.4,C_poster,58,483,0.1201
一句话总结,claude-opus-4-6,A_empty,38,483,0.0787
一句话总结,claude-opus-4-6,B_listener,23,483,0.0476
一句话总结,claude-opus-4-6,C_poster,62,483,0.1284
一句话总结,claude-opus-4-7,A_empty,10,483,0.0207
一句话总结,claude-opus-4-7,B_listener,9,483,0.0186
一句话总结,claude-opus-4-7,C_poster,18,483,0.0373
我讲一个更深的,gpt-4o-2024-11-20,A_empty,0,483,0.0000
我讲一个更深的,gpt-4o-2024-11-20,B_listener,0,483,0.0000
我讲一个更深的,gpt-4o-2024-11-20,C_poster,0,483,0.0000
我讲一个更深的,gpt-5-chat-latest,A_empty,0,483,0.0000
我讲一个更深的,gpt-5-chat-latest,B_listener,0,483,0.0000
我讲一个更深的,gpt-5-chat-latest,C_poster,0,483,0.0000
我讲一个更深的,gpt-5.3-chat,A_empty,0,483,0.0000
我讲一个更深的,gpt-5.3-chat,B_listener,0,483,0.0000
我讲一个更深的,gpt-5.3-chat,C_poster,0,483,0.0000
我讲一个更深的,gpt-5.4,A_empty,0,483,0.0000
我讲一个更深的,gpt-5.4,B_listener,0,483,0.0000
我讲一个更深的,gpt-5.4,C_poster,0,483,0.0000
我讲一个更深的,claude-opus-4-6,A_empty,0,483,0.0000
我讲一个更深的,claude-opus-4-6,B_listener,0,483,0.0000
我讲一个更深的,claude-opus-4-6,C_poster,0,483,0.0000
我讲一个更深的,claude-opus-4-7,A_empty,0,483,0.0000
我讲一个更深的,claude-opus-4-7,B_listener,0,483,0.0000
我讲一个更深的,claude-opus-4-7,C_poster,0,483,0.0000
我逐步说清楚,gpt-4o-2024-11-20,A_empty,0,483,0.0000
我逐步说清楚,gpt-4o-2024-11-20,B_listener,0,483,0.0000
我逐步说清楚,gpt-4o-2024-11-20,C_poster,0,483,0.0000
我逐步说清楚,gpt-5-chat-latest,A_empty,0,483,0.0000
我逐步说清楚,gpt-5-chat-latest,B_listener,0,483,0.0000
我逐步说清楚,gpt-5-chat-latest,C_poster,0,483,0.0000
我逐步说清楚,gpt-5.3-chat,A_empty,0,483,0.0000
我逐步说清楚,gpt-5.3-chat,B_listener,0,483,0.0000
我逐步说清楚,gpt-5.3-chat,C_poster,0,483,0.0000
我逐步说清楚,gpt-5.4,A_empty,0,483,0.0000
我逐步说清楚,gpt-5.4,B_listener,0,483,0.0000
我逐步说清楚,gpt-5.4,C_poster,0,483,0.0000
我逐步说清楚,claude-opus-4-6,A_empty,0,483,0.0000
我逐步说清楚,claude-opus-4-6,B_listener,0,483,0.0000
我逐步说清楚,claude-opus-4-6,C_poster,0,483,0.0000
我逐步说清楚,claude-opus-4-7,A_empty,0,483,0.0000
我逐步说清楚,claude-opus-4-7,B_listener,0,483,0.0000
我逐步说清楚,claude-opus-4-7,C_poster,0,483,0.0000
明确,gpt-4o-2024-11-20,A_empty,92,483,0.1905
明确,gpt-4o-2024-11-20,B_listener,43,483,0.0890
明确,gpt-4o-2024-11-20,C_poster,13,483,0.0269
明确,gpt-5-chat-latest,A_empty,51,483,0.1056
明确,gpt-5-chat-latest,B_listener,33,483,0.0683
明确,gpt-5-chat-latest,C_poster,7,483,0.0145
明确,gpt-5.3-chat,A_empty,24,483,0.0497
明确,gpt-5.3-chat,B_listener,25,483,0.0518
明确,gpt-5.3-chat,C_poster,21,483,0.0435
明确,gpt-5.4,A_empty,76,483,0.1573
明确,gpt-5.4,B_listener,71,483,0.1470
明确,gpt-5.4,C_poster,79,483,0.1636
明确,claude-opus-4-6,A_empty,45,483,0.0932
明确,claude-opus-4-6,B_listener,24,483,0.0497
明确,claude-opus-4-6,C_poster,21,483,0.0435
明确,claude-opus-4-7,A_empty,24,483,0.0497
明确,claude-opus-4-7,B_listener,12,483,0.0248
明确,claude-opus-4-7,C_poster,10,483,0.0207
更值得,gpt-4o-2024-11-20,A_empty,3,483,0.0062
更值得,gpt-4o-2024-11-20,B_listener,0,483,0.0000
更值得,gpt-4o-2024-11-20,C_poster,1,483,0.0021
更值得,gpt-5-chat-latest,A_empty,1,483,0.0021
更值得,gpt-5-chat-latest,B_listener,0,483,0.0000
更值得,gpt-5-chat-latest,C_poster,3,483,0.0062
更值得,gpt-5.3-chat,A_empty,0,483,0.0000
更值得,gpt-5.3-chat,B_listener,0,483,0.0000
更值得,gpt-5.3-chat,C_poster,0,483,0.0000
更值得,gpt-5.4,A_empty,9,483,0.0186
更值得,gpt-5.4,B_listener,7,483,0.0145
更值得,gpt-5.4,C_poster,10,483,0.0207
更值得,claude-opus-4-6,A_empty,3,483,0.0062
更值得,claude-opus-4-6,B_listener,1,483,0.0021
更值得,claude-opus-4-6,C_poster,0,483,0.0000
更值得,claude-opus-4-7,A_empty,1,483,0.0021
更值得,claude-opus-4-7,B_listener,0,483,0.0000
更值得,claude-opus-4-7,C_poster,2,483,0.0041
更现实,gpt-4o-2024-11-20,A_empty,0,483,0.0000
更现实,gpt-4o-2024-11-20,B_listener,0,483,0.0000
更现实,gpt-4o-2024-11-20,C_poster,0,483,0.0000
更现实,gpt-5-chat-latest,A_empty,0,483,0.0000
更现实,gpt-5-chat-latest,B_listener,0,483,0.0000
更现实,gpt-5-chat-latest,C_poster,0,483,0.0000
更现实,gpt-5.3-chat,A_empty,3,483,0.0062
更现实,gpt-5.3-chat,B_listener,0,483,0.0000
更现实,gpt-5.3-chat,C_poster,6,483,0.0124
更现实,gpt-5.4,A_empty,11,483,0.0228
更现实,gpt-5.4,B_listener,12,483,0.0248
更现实,gpt-5.4,C_poster,10,483,0.0207
更现实,claude-opus-4-6,A_empty,0,483,0.0000
更现实,claude-opus-4-6,B_listener,0,483,0.0000
更现实,claude-opus-4-6,C_poster,0,483,0.0000
更现实,claude-opus-4-7,A_empty,0,483,0.0000
更现实,claude-opus-4-7,B_listener,0,483,0.0000
更现实,claude-opus-4-7,C_poster,0,483,0.0000
这样看,gpt-4o-2024-11-20,A_empty,0,483,0.0000
这样看,gpt-4o-2024-11-20,B_listener,0,483,0.0000
这样看,gpt-4o-2024-11-20,C_poster,1,483,0.0021
这样看,gpt-5-chat-latest,A_empty,1,483,0.0021
这样看,gpt-5-chat-latest,B_listener,0,483,0.0000
这样看,gpt-5-chat-latest,C_poster,6,483,0.0124
这样看,gpt-5.3-chat,A_empty,0,483,0.0000
这样看,gpt-5.3-chat,B_listener,1,483,0.0021
这样看,gpt-5.3-chat,C_poster,5,483,0.0104
这样看,gpt-5.4,A_empty,0,483,0.0000
这样看,gpt-5.4,B_listener,1,483,0.0021
这样看,gpt-5.4,C_poster,0,483,0.0000
这样看,claude-opus-4-6,A_empty,0,483,0.0000
这样看,claude-opus-4-6,B_listener,0,483,0.0000
这样看,claude-opus-4-6,C_poster,0,483,0.0000
这样看,claude-opus-4-7,A_empty,0,483,0.0000
这样看,claude-opus-4-7,B_listener,0,483,0.0000
这样看,claude-opus-4-7,C_poster,0,483,0.0000
会这么,gpt-4o-2024-11-20,A_empty,1,483,0.0021
会这么,gpt-4o-2024-11-20,B_listener,0,483,0.0000
会这么,gpt-4o-2024-11-20,C_poster,1,483,0.0021
会这么,gpt-5-chat-latest,A_empty,0,483,0.0000
会这么,gpt-5-chat-latest,B_listener,0,483,0.0000
会这么,gpt-5-chat-latest,C_poster,3,483,0.0062
会这么,gpt-5.3-chat,A_empty,0,483,0.0000
会这么,gpt-5.3-chat,B_listener,2,483,0.0041
会这么,gpt-5.3-chat,C_poster,1,483,0.0021
会这么,gpt-5.4,A_empty,4,483,0.0083
会这么,gpt-5.4,B_listener,6,483,0.0124
会这么,gpt-5.4,C_poster,20,483,0.0414
会这么,claude-opus-4-6,A_empty,0,483,0.0000
会这么,claude-opus-4-6,B_listener,0,483,0.0000
会这么,claude-opus-4-6,C_poster,2,483,0.0041
会这么,claude-opus-4-7,A_empty,1,483,0.0021
会这么,claude-opus-4-7,B_listener,0,483,0.0000
会这么,claude-opus-4-7,C_poster,0,483,0.0000
前提是,gpt-4o-2024-11-20,A_empty,0,483,0.0000
前提是,gpt-4o-2024-11-20,B_listener,1,483,0.0021
前提是,gpt-4o-2024-11-20,C_poster,0,483,0.0000
前提是,gpt-5-chat-latest,A_empty,0,483,0.0000
前提是,gpt-5-chat-latest,B_listener,1,483,0.0021
前提是,gpt-5-chat-latest,C_poster,1,483,0.0021
前提是,gpt-5.3-chat,A_empty,1,483,0.0021
前提是,gpt-5.3-chat,B_listener,1,483,0.0021
前提是,gpt-5.3-chat,C_poster,3,483,0.0062
前提是,gpt-5.4,A_empty,13,483,0.0269
前提是,gpt-5.4,B_listener,8,483,0.0166
前提是,gpt-5.4,C_poster,16,483,0.0331
前提是,claude-opus-4-6,A_empty,1,483,0.0021
前提是,claude-opus-4-6,B_listener,0,483,0.0000
前提是,claude-opus-4-6,C_poster,1,483,0.0021
前提是,claude-opus-4-7,A_empty,1,483,0.0021
前提是,claude-opus-4-7,B_listener,1,483,0.0021
前提是,claude-opus-4-7,C_poster,0,483,0.0000
回答是,gpt-4o-2024-11-20,A_empty,3,483,0.0062
回答是,gpt-4o-2024-11-20,B_listener,1,483,0.0021
回答是,gpt-4o-2024-11-20,C_poster,1,483,0.0021
回答是,gpt-5-chat-latest,A_empty,3,483,0.0062
回答是,gpt-5-chat-latest,B_listener,1,483,0.0021
回答是,gpt-5-chat-latest,C_poster,0,483,0.0000
回答是,gpt-5.3-chat,A_empty,2,483,0.0041
回答是,gpt-5.3-chat,B_listener,0,483,0.0000
回答是,gpt-5.3-chat,C_poster,1,483,0.0021
回答是,gpt-5.4,A_empty,4,483,0.0083
回答是,gpt-5.4,B_listener,4,483,0.0083
回答是,gpt-5.4,C_poster,4,483,0.0083
回答是,claude-opus-4-6,A_empty,6,483,0.0124
回答是,claude-opus-4-6,B_listener,1,483,0.0021
回答是,claude-opus-4-6,C_poster,1,483,0.0021
回答是,claude-opus-4-7,A_empty,2,483,0.0041
回答是,claude-opus-4-7,B_listener,0,483,0.0000
回答是,claude-opus-4-7,C_poster,1,483,0.0021
更深一点,gpt-4o-2024-11-20,A_empty,0,483,0.0000
更深一点,gpt-4o-2024-11-20,B_listener,0,483,0.0000
更深一点,gpt-4o-2024-11-20,C_poster,0,483,0.0000
更深一点,gpt-5-chat-latest,A_empty,0,483,0.0000
更深一点,gpt-5-chat-latest,B_listener,0,483,0.0000
更深一点,gpt-5-chat-latest,C_poster,0,483,0.0000
更深一点,gpt-5.3-chat,A_empty,1,483,0.0021
更深一点,gpt-5.3-chat,B_listener,0,483,0.0000
更深一点,gpt-5.3-chat,C_poster,0,483,0.0000
更深一点,gpt-5.4,A_empty,1,483,0.0021
更深一点,gpt-5.4,B_listener,2,483,0.0041
更深一点,gpt-5.4,C_poster,0,483,0.0000
更深一点,claude-opus-4-6,A_empty,0,483,0.0000
更深一点,claude-opus-4-6,B_listener,1,483,0.0021
更深一点,claude-opus-4-6,C_poster,0,483,0.0000
更深一点,claude-opus-4-7,A_empty,1,483,0.0021
更深一点,claude-opus-4-7,B_listener,0,483,0.0000
更深一点,claude-opus-4-7,C_poster,1,483,0.0021
非常关键,gpt-4o-2024-11-20,A_empty,0,483,0.0000
非常关键,gpt-4o-2024-11-20,B_listener,0,483,0.0000
非常关键,gpt-4o-2024-11-20,C_poster,0,483,0.0000
非常关键,gpt-5-chat-latest,A_empty,1,483,0.0021
非常关键,gpt-5-chat-latest,B_listener,3,483,0.0062
非常关键,gpt-5-chat-latest,C_poster,1,483,0.0021
非常关键,gpt-5.3-chat,A_empty,3,483,0.0062
非常关键,gpt-5.3-chat,B_listener,0,483,0.0000
非常关键,gpt-5.3-chat,C_poster,0,483,0.0000
非常关键,gpt-5.4,A_empty,6,483,0.0124
非常关键,gpt-5.4,B_listener,7,483,0.0145
非常关键,gpt-5.4,C_poster,10,483,0.0207
非常关键,claude-opus-4-6,A_empty,3,483,0.0062
非常关键,claude-opus-4-6,B_listener,0,483,0.0000
非常关键,claude-opus-4-6,C_poster,1,483,0.0021
非常关键,claude-opus-4-7,A_empty,0,483,0.0000
非常关键,claude-opus-4-7,B_listener,0,483,0.0000
非常关键,claude-opus-4-7,C_poster,0,483,0.0000
